timestamp,buy_exchange,sell_exchange,buy_price,sell_price,profit_percent,profit,amount
2021-01-01 00:26:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:27:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:28:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:29:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:30:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:31:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:32:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:33:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:34:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:35:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:36:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:37:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:38:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:39:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:40:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:41:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:42:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:43:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:44:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:45:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:46:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:47:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:48:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:49:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:50:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:51:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:52:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:53:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:54:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:55:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:56:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:57:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:58:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 00:59:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 01:00:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 01:01:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
2021-01-01 01:02:00,coinbase,bitfinex,62780.6,63192.0,0.003571093952181432,0.11254629750010281,0.05
